Chromosome	Start	Stop	Target	Strand	Sattelite	Locus
chr16	44478460	44478893	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44487789	44488200	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44491337	44491770	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44493935	44494380	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44498004	44498435	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44500719	44501152	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44516798	44517243	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44520867	44521298	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44524140	44524509	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44524232	44524665	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44538236	44538681	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44542305	44542736	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44545578	44545947	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44545670	44546103	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44548110	44548525	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44548234	44548645	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44550172	44550540	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44553720	44554153	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44556269	44556671	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44560325	44560756	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44562018	44562432	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44564989	44565411	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44567562	44567964	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44570531	44570964	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44573705	44574116	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44576683	44577116	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44579247	44579658	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44585344	44585789	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44588861	44589248	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44591379	44591790	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44594357	44594790	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44596921	44597332	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44603018	44603463	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44606535	44606922	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44609715	44610148	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44612279	44612647	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44615827	44616260	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44617339	44617799	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44618391	44618759	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44621939	44622372	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44624503	44624871	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44628051	44628484	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44630615	44630983	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44634140	44634573	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44636689	44637134	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44640706	44641137	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44644071	44644504	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44646604	44647002	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44649808	44650241	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44652372	44652740	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44655920	44656353	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44658484	44658852	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44661658	44662091	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44664222	44664590	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44667396	44667829	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44669960	44670328	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44673508	44673941	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44676072	44676440	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44681787	44682155	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44685335	44685768	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44687899	44688267	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44691447	44691880	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44694011	44694379	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44697559	44697992	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44700123	44700491	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44703671	44704104	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44706235	44706603	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44709783	44710216	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44712347	44712715	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44715895	44716328	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44718459	44718827	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44722007	44722440	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44728119	44728552	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44734231	44734664	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44736795	44737206	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44740337	44740770	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44746443	44746876	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44748958	44749369	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44753890	44754332	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44757465	44757898	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44760319	44760738	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44764912	44765280	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44768456	44768889	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44770971	44771339	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44774518	44774914	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44777048	44777416	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44780592	44781025	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44783107	44783475	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44786654	44787087	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44789218	44789586	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44792766	44793199	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44795330	44795698	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44798878	44799311	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44801452	44801820	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44805000	44805433	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44807574	44807942	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44811122	44811555	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44813192	44813625	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44815766	44816134	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44819314	44819747	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44821885	44822253	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44825433	44825866	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44827997	44828365	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44831545	44831978	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44834109	44834477	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44837657	44838076	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44841079	44841447	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44844627	44845060	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44847191	44847559	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44853280	44853648	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44859369	44859737	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44862917	44863350	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44865466	44865911	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44869535	44869966	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44872900	44873334	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44875563	44875974	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44879111	44879544	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44881675	44882086	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44885249	44885682	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44887813	44888224	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44891387	44891820	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44893951	44894362	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44897450	44897883	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44899999	44900444	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44904057	44904488	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44907471	44907904	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44913573	44914006	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44916122	44916524	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44920155	44920586	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44923520	44923946	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44926175	44926586	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44929723	44930156	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44932256	44932698	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44935835	44936268	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44938399	44938810	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44941947	44942380	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44944511	44944922	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44948085	44948518	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44950649	44951060	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44954148	44954581	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44956697	44957142	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44960766	44961197	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44966572	44966983	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44970120	44970553	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44972684	44973099	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44975695	44976160	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44976776	44977186	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44987628	44988088	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44988704	44989114	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	44999452	44999917	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45007689	45008151	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45010215	45010660	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45014756	45015184	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45014861	45015284	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45017558	45017991	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45020107	45020509	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45024176	45024606	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45027540	45027973	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45029980	45030392	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45030104	45030515	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45032039	45032450	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45035609	45036042	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45038158	45038560	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45042288	45042690	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45046418	45046820	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45050487	45050918	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45052154	45052594	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45055151	45055584	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45057715	45058126	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45060693	45061126	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45063257	45063668	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45066235	45066668	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45068796	45069164	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45073554	45073922	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45077102	45077535	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45079666	45080034	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45083182	45083624	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45085742	45086153	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45088500	45088940	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45090451	45090882	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45093816	45094249	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45096379	45096790	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45099927	45100360	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45102491	45102902	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45105469	45105902	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45107984	45108352	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45111531	45111964	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45114095	45114463	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45117839	45118272	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45120403	45120771	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45123977	45124410	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45126541	45126909	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45130089	45130522	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45132653	45133021	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45138100	45138533	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45140664	45141032	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45146111	45146544	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45148675	45149043	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45152223	45152649	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45154627	45155060	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45157191	45157559	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45160739	45161201	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45163303	45163671	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45166779	45167212	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45169343	45169711	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45172891	45173324	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45175455	45175823	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45179003	45179436	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45181567	45181935	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45185115	45185548	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45187679	45188047	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45191227	45191660	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45193791	45194159	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45197339	45197772	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45199903	45200271	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45203441	45203874	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45206005	45206416	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45209543	45209976	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45212107	45212518	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45215655	45216088	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45218143	45218574	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45219810	45220250	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45222637	45223044	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45225235	45225637	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45229303	45229691	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45230970	45231367	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45233967	45234400	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45240257	45240625	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45244558	45244926	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45248106	45248568	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45250660	45251028	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45254136	45254598	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45256690	45257058	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45260166	45260628	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45262720	45263088	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45266196	45266629	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45268760	45269128	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45272308	45272741	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45274872	45275240	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45278420	45278853	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45280984	45281352	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45284532	45284965	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45287096	45287464	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45290644	45291077	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45293208	45293576	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45297558	45297926	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45301859	45302227	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45305381	45305814	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45307945	45308313	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45311493	45311926	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45314057	45314425	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45317605	45318038	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45320131	45320576	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45324200	45324631	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45325720	45326142	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45327565	45327998	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45330129	45330540	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45333677	45334110	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45336226	45336671	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45340282	45340713	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45343647	45344080	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45346211	45346622	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45349759	45350192	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45352357	45352802	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45356426	45356857	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45359141	45359574	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45372965	45373410	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45376985	45377416	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45378678	45379092	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45381649	45382071	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45384213	45384624	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45387191	45387624	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45389225	45389647	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45391789	45392200	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45394767	45395200	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45397331	45397742	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45403428	45403873	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45406945	45407316	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45410327	45410695	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45413875	45414308	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45415387	45415847	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45416439	45416807	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45419987	45420420	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45422561	45422929	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45426109	45426542	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45428683	45429051	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45432231	45432664	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45434301	45434734	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45436875	45437243	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45440423	45440856	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45442994	45443362	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45446542	45446975	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45449106	45449474	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45452654	45453087	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45455218	45455586	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45458766	45459185	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
chr16	45462188	45462556	ATrav-08-04-013-HS	0	+	hsat2_16_15(B)	q11.2
